0.000000,0.000000,1.140366,8.967264
0.000000,0.000000,112.869633,8.967264
0.000000,0.000000,112.869633,111.594989
0.000000,0.000000,1.140366,111.594989
0.000000,0.000000,1.140366,8.967264
1.000000,0.000000,127.421997,99.151001
1.000000,0.000000,180.776993,87.813004
1.000000,0.000000,205.319000,139.337006
1.000000,0.000000,209.858994,82.605003
1.000000,0.000000,262.277008,72.642998
1.000000,0.000000,214.199997,52.653999
1.000000,0.000000,228.089996,1.226000
1.000000,0.000000,190.326004,40.500000
1.000000,0.000000,140.843994,11.847000
1.000000,0.000000,166.888000,58.292000
1.000000,0.000000,127.421997,99.151001
2.000000,0.000000,204.806543,185.325822
2.000000,0.000000,204.669374,189.646945
2.000000,0.000000,204.258418,193.950668
2.000000,0.000000,203.575331,198.219662
2.000000,0.000000,202.622862,202.436738
2.000000,0.000000,201.404848,206.584913
2.000000,0.000000,199.926192,210.647486
2.000000,0.000000,198.192850,214.608097
2.000000,0.000000,196.211799,218.450799
2.000000,0.000000,193.991018,222.160118
2.000000,0.000000,191.539448,225.721119
2.000000,0.000000,188.866962,229.119462
2.000000,0.000000,185.984320,232.341464
2.000000,0.000000,182.903129,235.374150
2.000000,0.000000,179.635797,238.205309
2.000000,0.000000,176.195481,240.823541
2.000000,0.000000,172.596032,243.218303
2.000000,0.000000,168.851944,245.379953
2.000000,0.000000,164.978295,247.299786
2.000000,0.000000,160.990681,248.970072
2.000000,0.000000,156.905159,250.384085
2.000000,0.000000,152.738181,251.536131
2.000000,0.000000,148.506525,252.421571
2.000000,0.000000,144.227230,253.036841
2.000000,0.000000,139.917528,253.379462
2.000000,0.000000,135.594773,253.448056
2.000000,0.000000,131.276370,253.242345
2.000000,0.000000,126.979709,252.763158
2.000000,0.000000,122.722090,252.012425
2.000000,0.000000,118.520657,250.993168
2.000000,0.000000,114.392329,249.709493
2.000000,0.000000,110.353728,248.166567
2.000000,0.000000,106.421116,246.370603
2.000000,0.000000,102.610329,244.328834
2.000000,0.000000,98.936712,242.049480
2.000000,0.000000,95.415056,239.541720
2.000000,0.000000,92.059542,236.815652
2.000000,0.000000,88.883682,233.882253
2.000000,0.000000,85.900264,230.753334
2.000000,0.000000,83.121300,227.441494
2.000000,0.000000,80.557982,223.960069
2.000000,0.000000,78.220630,220.323078
2.000000,0.000000,76.118655,216.545166
2.000000,0.000000,74.260523,212.641544
2.000000,0.000000,72.653715,208.627931
2.000000,0.000000,71.304701,204.520489
2.000000,0.000000,70.218913,200.335757
2.000000,0.000000,69.400723,196.090585
2.000000,0.000000,68.853426,191.802067
2.000000,0.000000,68.579226,187.487472
2.000000,0.000000,68.579226,183.164172
2.000000,0.000000,68.853426,178.849577
2.000000,0.000000,69.400723,174.561059
2.000000,0.000000,70.218913,170.315887
2.000000,0.000000,71.304701,166.131155
2.000000,0.000000,72.653715,162.023713
2.000000,0.000000,74.260523,158.010100
2.000000,0.000000,76.118655,154.106478
2.000000,0.000000,78.220630,150.328566
2.000000,0.000000,80.557982,146.691575
2.000000,0.000000,83.121300,143.210150
2.000000,0.000000,85.900264,139.898310
2.000000,0.000000,88.883682,136.769391
2.000000,0.000000,92.059542,133.835992
2.000000,0.000000,95.415056,131.109924
2.000000,0.000000,98.936712,128.602164
2.000000,0.000000,102.610329,126.322810
2.000000,0.000000,106.421116,124.281041
2.000000,0.000000,110.353728,122.485078
2.000000,0.000000,114.392329,120.942151
2.000000,0.000000,118.520657,119.658476
2.000000,0.000000,122.722090,118.639219
2.000000,0.000000,126.979709,117.888486
2.000000,0.000000,131.276370,117.409299
2.000000,0.000000,135.594773,117.203589
2.000000,0.000000,139.917528,117.272182
2.000000,0.000000,144.227230,117.614803
2.000000,0.000000,148.506525,118.230073
2.000000,0.000000,152.738181,119.115513
2.000000,0.000000,156.905159,120.267560
2.000000,0.000000,160.990681,121.681572
2.000000,0.000000,164.978295,123.351858
2.000000,0.000000,168.851944,125.271691
2.000000,0.000000,172.596032,127.433341
2.000000,0.000000,176.195481,129.828103
2.000000,0.000000,179.635797,132.446335
2.000000,0.000000,182.903129,135.277494
2.000000,0.000000,185.984320,138.310181
2.000000,0.000000,188.866962,141.532182
2.000000,0.000000,191.539448,144.930525
2.000000,0.000000,193.991018,148.491526
2.000000,0.000000,196.211799,152.200845
2.000000,0.000000,198.192850,156.043547
2.000000,0.000000,199.926192,160.004158
2.000000,0.000000,201.404848,164.066731
2.000000,0.000000,202.622862,168.214906
2.000000,0.000000,203.575331,172.431982
2.000000,0.000000,204.258418,176.700976
2.000000,0.000000,204.669374,181.004699
2.000000,0.000000,204.806543,185.325822
